CitationNumber,OfficerBadgeNo,CitationDate,CitationTime,OffenseDate,OffenseTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch,ObjectId
CS0359393,946,2022/11/30 00:00:00+00,2023/02/01 09:09:00+00,2022/11/30 00:00:00+00,2023/02/01 09:09:00+00,CLEAR,333871,DRIVER,56,M,AFRICAN AMERICAN,B,1994,GEO,METRO,PASS,,FOLSOM BLVD,CUCAMONGA AVE,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,Owner's Responsibility,,,13553
CS0359394,946,2022/11/30 00:00:00+00,2023/02/01 09:18:00+00,2022/11/30 00:00:00+00,2023/02/01 09:18:00+00,CLEAR,333888,DRIVER,25,F,HISPANIC,W,2007,NISSAN,ALTIMA,PASS,,POWER INN RD,FOLSOM BLVD,N,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,13554
CS0359395,946,2022/11/30 00:00:00+00,2023/02/01 09:34:00+00,2022/11/30 00:00:00+00,2023/02/01 09:34:00+00,CLEAR,333910,DRIVER,46,M,ASIAN OTHER,A,2003,LEXUS,SC 430,PASS,,FOLSOM BLVD,POWER INN RD,W,N,Citation,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),,N,,,,,,N,,,,,,13555
CS0359395,946,2022/11/30 00:00:00+00,2023/02/01 09:34:00+00,2022/11/30 00:00:00+00,2023/02/01 09:34:00+00,CLEAR,333910,DRIVER,46,M,ASIAN OTHER,A,2003,LEXUS,SC 430,PASS,,FOLSOM BLVD,POWER INN RD,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,13556
CS0359395,946,2022/11/30 00:00:00+00,2023/02/01 09:34:00+00,2022/11/30 00:00:00+00,2023/02/01 09:34:00+00,CLEAR,333910,DRIVER,46,M,ASIAN OTHER,A,2003,LEXUS,SC 430,PASS,,FOLSOM BLVD,POWER INN RD,W,N,Citation,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,,13557
CS0365800,655,2022/11/30 00:00:00+00,2023/02/01 08:16:00+00,2022/11/30 00:00:00+00,2023/02/01 08:16:00+00,,333825,DRIVER,35,F,AFRICAN AMERICAN,B,2002,ACURA,RSX,PASS,,POWER INN,CUCAMONGA ,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,13558
CS0395535,396,2022/11/30 00:00:00+00,2023/02/01 12:04:00+00,2022/11/30 00:00:00+00,2023/02/01 12:04:00+00,,334025,DRIVER,48,M,AFRICAN AMERICAN,B,2002,HYUNDAI,SANTA FE,PASS,2251,FLORIN RD,,,Y,Citation,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,,13559
CS0395536,396,2022/11/30 00:00:00+00,2023/02/01 12:18:00+00,2022/11/30 00:00:00+00,2023/02/01 12:18:00+00,,334025,DRIVER,68,M,AFRICAN AMERICAN,B,2002,HYUNDAI,SANTA FE,PASS,2251,FLORIN RD,,,Y,Citation,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,,13560
CS0395536,396,2022/11/30 00:00:00+00,2023/02/01 12:18:00+00,2022/11/30 00:00:00+00,2023/02/01 12:18:00+00,,334025,DRIVER,68,M,AFRICAN AMERICAN,B,2002,HYUNDAI,SANTA FE,PASS,2251,FLORIN RD,,,Y,Citation,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,13561
CS0395537,396,2022/11/30 00:00:00+00,2023/02/01 12:18:00+00,2022/11/30 00:00:00+00,2023/02/01 12:18:00+00,,334025,DRIVER,63,F,AFRICAN AMERICAN,B,2002,HYUNDAI,SANTA FE,PASS,2251,FLORIN RD,,,Y,Citation,M,(M) POSS CONTROLLED SUBST,HS,11350(A),,N,,,,,,N,,,,,,13562
CS0405285,407,2022/11/30 00:00:00+00,2023/02/01 06:34:00+00,2022/11/30 00:00:00+00,2023/02/01 06:34:00+00,,333749,DRIVER,43,M,HISPANIC,W,2005,CADILLAC,DEVILLE,PASS,,STOCKTON BLVD,ALHAMBRA BLVD,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,13563
CS0405286,407,2022/11/30 00:00:00+00,2023/02/01 07:10:00+00,2022/11/30 00:00:00+00,2023/02/01 07:10:00+00,,333774,DRIVER,41,F,HISPANIC,W,2020,CHEVROLET,SILVERADO 1500,PASS,,ALHAMBRA BLVD,J ST,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,13564
CS0405286,407,2022/11/30 00:00:00+00,2023/02/01 07:10:00+00,2022/11/30 00:00:00+00,2023/02/01 07:10:00+00,,333774,DRIVER,41,F,HISPANIC,W,2020,CHEVROLET,SILVERADO 1500,PASS,,ALHAMBRA BLVD,J ST,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,13565
CS0405286,407,2022/11/30 00:00:00+00,2023/02/01 07:10:00+00,2022/11/30 00:00:00+00,2023/02/01 07:10:00+00,,333774,DRIVER,41,F,HISPANIC,W,2020,CHEVROLET,SILVERADO 1500,PASS,,ALHAMBRA BLVD,J ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,13566
CS0405287,407,2022/11/30 00:00:00+00,2023/02/01 07:21:00+00,2022/11/30 00:00:00+00,2023/02/01 07:21:00+00,,333781,DRIVER,29,M,AFRICAN AMERICAN,B,2014,DODGE,NOT IN LIST,PASS,,30TH ST,K ST,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,Refusal,,,13567
CS0405287,407,2022/11/30 00:00:00+00,2023/02/01 07:21:00+00,2022/11/30 00:00:00+00,2023/02/01 07:21:00+00,,333781,DRIVER,29,M,AFRICAN AMERICAN,B,2014,DODGE,NOT IN LIST,PASS,,30TH ST,K ST,,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,Refusal,,,13568
CS0395539,396,2022/12/06 00:00:00+00,2023/02/01 14:56:00+00,2022/12/06 00:00:00+00,2023/02/01 14:56:00+00,,339380,DRIVER,30,M,AFRICAN AMERICAN,B,1998,PONTIAC,GRAND PRIX,PASS,7783,25TH ST,,,Y,Citation,M,(M) POSSESS/ETC BURGLARY TOOLS,PC,466,,N,,,,,,N,,,,,4D,13569
CS0395539,396,2022/12/06 00:00:00+00,2023/02/01 14:56:00+00,2022/12/06 00:00:00+00,2023/02/01 14:56:00+00,,339380,DRIVER,30,M,AFRICAN AMERICAN,B,1998,PONTIAC,GRAND PRIX,PASS,7783,25TH ST,,,Y,Citation,M,(M) REC STOLEN PROP-MISD,PC,496(A),,N,,,,,,N,,,,,4D,13570
CS0395539,396,2022/12/06 00:00:00+00,2023/02/01 14:56:00+00,2022/12/06 00:00:00+00,2023/02/01 14:56:00+00,,339380,DRIVER,30,M,AFRICAN AMERICAN,B,1998,PONTIAC,GRAND PRIX,PASS,7783,25TH ST,,,Y,Citation,M,(M) TRESPASS- OCCUPY PROPERTY WITHOUT CONSENT,PC,602(M),,N,,,,,,N,,,,,4D,13571
CS0396047,834,2022/12/03 00:00:00+00,2023/02/01 02:02:00+00,2022/12/03 00:00:00+00,2023/02/01 02:02:00+00,CLEAR,336551,DRIVER,43,M,WHITE,W,1973,AM GENERAL,NOT IN LIST,PASS,,J STREET,18TH STREET,N,N,Citation,I,(I) UNSAFE TURNING MOVEMENT,VC,22107,,N,35,25,,,,N,,,,,,13572
CS0247030,902,2022/12/04 00:00:00+00,2023/02/01 08:43:00+00,2022/12/04 00:00:00+00,2023/02/01 08:43:00+00,CLOUDY,337471,DRIVER,31,M,AFRICAN AMERICAN,B,2012,DODGE,AVENGER,PASS,,NATOMAS BLVD,N PARK DR,N,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,4D,13573
CS0247030,902,2022/12/04 00:00:00+00,2023/02/01 08:43:00+00,2022/12/04 00:00:00+00,2023/02/01 08:43:00+00,CLOUDY,337471,DRIVER,31,M,AFRICAN AMERICAN,B,2012,DODGE,AVENGER,PASS,,NATOMAS BLVD,N PARK DR,N,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,4D,13574
CS0254503,265,2022/12/04 00:00:00+00,2023/02/01 09:29:00+00,2022/12/04 00:00:00+00,2023/02/01 09:29:00+00,,337485,DRIVER,68,M,AFRICAN AMERICAN,B,,,,PASS,2335,FLORIN RD,,,N,Citation,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,Refusal,,,13575
CS0271527,8122,2022/12/04 00:00:00+00,2023/02/01 21:05:00+00,2022/12/04 00:00:00+00,2023/02/01 21:05:00+00,CLEAR,337891,DRIVER,32,M,AFRICAN AMERICAN,B,2012,HONDA,CIVIC,PASS,,GATEWAY PARK BLVD,N FREEWAY BLVD,N,N,CITATION,M,(M) DRIVING ON SUSP LIC - RECKLESS/INCOMPENT/NEGLIGENT OP,VC,14601(A),,N,,0,,,,Y,,,Accident,,2D,13576
CS0280010,943,2022/12/04 00:00:00+00,2023/02/01 16:52:00+00,2022/12/04 00:00:00+00,2023/02/01 16:52:00+00,,337746,DRIVER,43,M,AFRICAN AMERICAN,B,,,,PASS,2638,STONE CREEK DR,,,N,Citation,M,(M) BATTERY CIVILIAN,PC,242,,N,,,,,,N,,,,,,13577
CS0280011,943,2022/12/04 00:00:00+00,2023/02/01 16:59:00+00,2022/12/04 00:00:00+00,2023/02/01 16:59:00+00,,337746,DRIVER,51,F,AFRICAN AMERICAN,B,,,,PASS,2638,STONE CREEK DR ,,,N,Citation,M,(M) BATTERY CIVILIAN,PC,242,,N,,,,,,N,,,,,,13578
CS0336518,216,2022/12/04 00:00:00+00,2023/02/01 17:38:00+00,2022/12/04 00:00:00+00,2023/02/01 17:38:00+00,,337751,DRIVER,24,F,AFRICAN AMERICAN,B,,,,PASS,1501,ANOKA AVE,,,N,Citation,M,(M) BATTERY CIVILIAN,PC,242,,N,,,,,,N,,,,,,13579
CS0339007,423,2022/12/04 00:00:00+00,2023/02/01 17:24:00+00,2022/12/04 00:00:00+00,2023/02/01 17:24:00+00,,337751,DRIVER,33,M,AFRICAN AMERICAN,B,,,,PASS,1501,ANOKA AVE ,,,N,Citation,M,(M) BATTERY CIVILIAN,PC,242,,N,,,,,,N,,,,,,13580
CS0339008,423,2022/12/04 00:00:00+00,2023/02/01 17:36:00+00,2022/12/04 00:00:00+00,2023/02/01 17:36:00+00,,337751,DRIVER,15,M,AFRICAN AMERICAN,B,,,,PASS,1501,ANOKA AVE ,,,N,Citation,M,(M) BATTERY CIVILIAN,PC,242,,N,,,,,,N,,,,,,13581
CS0339009,423,2022/12/04 00:00:00+00,2023/02/01 17:45:00+00,2022/12/04 00:00:00+00,2023/02/01 17:45:00+00,,337751,DRIVER,25,F,AFRICAN AMERICAN,B,,,,PASS,1501,ANOKA AVE ,,,N,Citation,M,(M) BATTERY CIVILIAN,PC,242,,N,,,,,,N,,,,,,13582
CS0397007,258,2022/12/04 00:00:00+00,2023/02/01 19:21:00+00,2022/12/04 00:00:00+00,2023/02/01 19:21:00+00,,337800,DRIVER,50,M,HISPANIC,W,,,,PASS,,6695 SPURLOCK WAY,,,N,Citation,M,(M) BATTERY CIVILIAN,PC,242,RELEASED PER 853.6 PC,N,,,,,,N,,,,,,13583
CS0410512,920,2022/12/04 00:00:00+00,2023/02/01 10:27:00+00,2022/12/04 00:00:00+00,2023/02/01 10:27:00+00,,337539,DRIVER,39,M,AFRICAN AMERICAN,B,2010,FORD,EXPLORER,PASS,,FAIR OAKS BLVD,HOWE AVE,,N,Citation,I,(I)CROSSING FLARE OR CONE PATTERN,VC,2818,,N,,,,,,N,,,,,,13584
CS0410512,920,2022/12/04 00:00:00+00,2023/02/01 10:27:00+00,2022/12/04 00:00:00+00,2023/02/01 10:27:00+00,,337539,DRIVER,39,M,AFRICAN AMERICAN,B,2010,FORD,EXPLORER,PASS,,FAIR OAKS BLVD,HOWE AVE,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,13585
1314457,555,2022/12/05 00:00:00+00,2023/02/01 23:00:00+00,2022/12/05 00:00:00+00,2023/02/01 23:00:00+00,CLEAR,338943,Driver,43,M,UNKNOWN,B,2009,BMW,X5,PASS,,DEL PASO RD,GATEWAY PARK,E,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,45,,,,,N,CAR HAD A BURNT OUT HEADLIGHT AND WINDOW TINT. DRIVER WAS VERY ARGUMENTATIVE WITH OFFICERS. ,,,,,13586
1314457,555,2022/12/05 00:00:00+00,2023/02/01 23:00:00+00,2022/12/05 00:00:00+00,2023/02/01 23:00:00+00,CLEAR,338943,Driver,43,M,UNKNOWN,B,2009,BMW,X5,PASS,,DEL PASO RD,GATEWAY PARK,E,N,CITATION,I,(I) HEADLAMP REQUIRMENTS,VC,24400(A),,N,45,,,,,N,CAR HAD A BURNT OUT HEADLIGHT AND WINDOW TINT. DRIVER WAS VERY ARGUMENTATIVE WITH OFFICERS. ,,,,,13587
1333193,392,2022/12/05 00:00:00+00,2023/02/01 19:23:00+00,2022/12/05 00:00:00+00,2023/02/01 19:23:00+00,CLOUDY,338796,Driver,29,M,ASIAN OTHER,A,2020,HYUNDI,ELANTRA,PASS,,SOUTH AVE,RIO LINDA BLVD,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,4D,13588
CS0204637,691,2022/12/05 00:00:00+00,2023/02/01 16:01:00+00,2022/12/05 00:00:00+00,2023/02/01 16:01:00+00,,337422,DRIVER,22,F,WHITE,W,,,,PASS,1130,K STREET,,,N,Citation,M,(M) TRESPASS :INJURE PROPERTY,PC,602(K),,N,,,,,,N,,,,,,13589
CS0204638,691,2022/12/05 00:00:00+00,2023/02/01 17:20:00+00,2022/12/05 00:00:00+00,2023/02/01 17:20:00+00,,337422,DRIVER,26,F,WHITE,W,,,,PASS,1130,K ST,,,N,Citation,M,(M) TRESPASS :INJURE PROPERTY,PC,602(K),,N,,,,,,N,,,,,,13590
CS0204639,691,2022/12/05 00:00:00+00,2023/02/01 17:31:00+00,2022/12/05 00:00:00+00,2023/02/01 17:31:00+00,,337422,DRIVER,35,F,WHITE,W,,,,PASS,1130,K STREET,,,N,Citation,M,(M) TRESPASS :INJURE PROPERTY,PC,602(K),,N,,,,,,N,,,,,,13591
CS0204640,691,2022/12/05 00:00:00+00,2023/02/01 22:47:00+00,2022/12/05 00:00:00+00,2023/02/01 22:47:00+00,,328926,DRIVER,38,M,AFRICAN AMERICAN,B,,,,PASS,802,J ST,,,N,Citation,M,(M) PETTY THEFT,PC,484(A),,N,,,,,,N,,,Refusal,,,13592
CS0204640,691,2022/12/05 00:00:00+00,2023/02/01 22:47:00+00,2022/12/05 00:00:00+00,2023/02/01 22:47:00+00,,328926,DRIVER,38,M,AFRICAN AMERICAN,B,,,,PASS,802,J ST,,,N,Citation,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,Refusal,,,13593
CS0204640,691,2022/12/05 00:00:00+00,2023/02/01 22:47:00+00,2022/12/05 00:00:00+00,2023/02/01 22:47:00+00,,328926,DRIVER,38,M,AFRICAN AMERICAN,B,,,,PASS,802,J ST,,,N,Citation,M,(M) TRESPASS :INJURE PROPERTY,PC,602(K),,N,,,,,,N,,,Refusal,,,13594
CS0206121,955,2022/12/05 00:00:00+00,2023/02/01 17:13:00+00,2022/12/05 00:00:00+00,2023/02/01 17:13:00+00,,337422,DRIVER,26,M,WHITE,W,,,,PASS,1130,K ST,,,N,Citation,M,(M) TRESPASS :INJURE PROPERTY,PC,602(K),,N,,,,,,N,,,,,,13595
CS0206122,955,2022/12/05 00:00:00+00,2023/02/01 17:21:00+00,2022/12/05 00:00:00+00,2023/02/01 17:21:00+00,,337422,DRIVER,19,F,WHITE,W,,,,PASS,1130,K ST,,,N,Citation,M,(M) TRESPASS :INJURE PROPERTY,PC,602(K),,N,,,,,,N,,,,,,13596
CS0206123,955,2022/12/05 00:00:00+00,2023/02/01 17:27:00+00,2022/12/05 00:00:00+00,2023/02/01 17:27:00+00,,337422,DRIVER,27,F,WHITE,W,,,,PASS,1130,K ST,,,N,Citation,M,(M) TRESPASS :INJURE PROPERTY,PC,602(K),,N,,,,,,N,,,,,,13597
CS0206124,955,2022/12/05 00:00:00+00,2023/02/01 17:33:00+00,2022/12/05 00:00:00+00,2023/02/01 17:33:00+00,,337422,DRIVER,24,M,WHITE,W,,,,PASS,1130,K ST,,,N,Citation,M,(M) TRESPASS :INJURE PROPERTY,PC,602(K),,N,,,,,,N,,,,,,13598
CS0212034,532,2022/12/05 00:00:00+00,2023/02/01 17:12:00+00,2022/12/05 00:00:00+00,2023/02/01 17:12:00+00,,337422,DRIVER,33,M,WHITE,W,,,,PASS,1130,K ST,,,N,Citation,M,(M) TRESPASS :INJURE PROPERTY,PC,602(K),,N,,,,,,N,,,,,,13599
CS0212035,532,2022/12/05 00:00:00+00,2023/02/01 17:21:00+00,2022/12/05 00:00:00+00,2023/02/01 17:21:00+00,,337422,DRIVER,23,F,WHITE,W,,,,PASS,1130,K ST,,,N,Citation,M,(M) TRESPASS :INJURE PROPERTY,PC,602(K),,N,,,,,,N,,,,,,13600
CS0213264,3008,2022/12/08 00:00:00+00,2023/02/01 10:12:00+00,2022/12/08 00:00:00+00,2023/02/01 10:12:00+00,,341266,DRIVER,37,F,ASIAN OTHER,A,2021,SUBARU,ASCENT,PASS,,POCKET RD,RIVER LANDING,E,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,13601
CS0213264,3008,2022/12/08 00:00:00+00,2023/02/01 10:12:00+00,2022/12/08 00:00:00+00,2023/02/01 10:12:00+00,,341266,DRIVER,37,F,ASIAN OTHER,A,2021,SUBARU,ASCENT,PASS,,POCKET RD,RIVER LANDING,E,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,13602
CS0235609,835,2022/12/08 00:00:00+00,2023/02/01 07:22:00+00,2022/12/08 00:00:00+00,2023/02/01 07:22:00+00,,341094,DRIVER,51,M,HISPANIC,W,,,,PASS,816,H ST,,,N,Citation,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),,N,,,,,,N,"COOPERATIVE, SIGN PAGE WON'T POP UP
",,Refusal,,,13603
CS0274527,437,2022/12/08 00:00:00+00,2023/02/01 08:18:00+00,2022/12/08 00:00:00+00,2023/02/01 08:18:00+00,,341129,DRIVER,51,M,HISPANIC,W,2001,TOYOTA,CAMRY SOLARA,PASS,,EVERGREEN ST,DEL PASO BLVD,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,2D,13604
CS0395540,396,2022/12/06 00:00:00+00,2023/02/01 15:16:00+00,2022/12/06 00:00:00+00,2023/02/01 12:14:00+00,,339380,DRIVER,22,F,AFRICAN AMERICAN,B,,,,,7783,25TH AVE,,,N,Citation,M,(M) REC STOLEN PROP-MISD,PC,496(A),,N,,,,,,N,,,,,,13605
CS0274527,437,2022/12/08 00:00:00+00,2023/02/01 08:18:00+00,2022/12/08 00:00:00+00,2023/02/01 08:18:00+00,,341129,DRIVER,51,M,HISPANIC,W,2001,TOYOTA,CAMRY SOLARA,PASS,,EVERGREEN ST,DEL PASO BLVD,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,2D,13606
CS0282494,931,2022/12/08 00:00:00+00,2023/02/01 07:58:00+00,2022/12/08 00:00:00+00,2023/02/01 07:58:00+00,,341113,DRIVER,61,M,HISPANIC,W,2005,SCION,,PASS,,24TH ST,52ND AVE,N,N,Citation,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,50,35,LIDAR,HANDHELD,,N,,,,,,13607
CS0282494,931,2022/12/08 00:00:00+00,2023/02/01 07:58:00+00,2022/12/08 00:00:00+00,2023/02/01 07:58:00+00,,341113,DRIVER,61,M,HISPANIC,W,2005,SCION,,PASS,,24TH ST,52ND AVE,N,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,50,35,LIDAR,HANDHELD,,N,,,,,,13608
CS0282495,931,2022/12/08 00:00:00+00,2023/02/01 08:28:00+00,2022/12/08 00:00:00+00,2023/02/01 08:28:00+00,,341152,DRIVER,63,M,HISPANIC,W,2009,MINI,,PASS,,24TH ST,52ND AVE,N,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,55,35,LIDAR,HANDHELD,,N,,,,,,13609
CS0282496,931,2022/12/08 00:00:00+00,2023/02/01 08:38:00+00,2022/12/08 00:00:00+00,2023/02/01 08:38:00+00,,341163,DRIVER,24,M,HISPANIC,W,2018,CHEVROLET,NOT IN LIST,PASS,,24TH ST,52ND AVE,N,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,35,LIDAR,,,N,,,,,,13610
CS0282497,931,2022/12/08 00:00:00+00,2023/02/01 08:50:00+00,2022/12/08 00:00:00+00,2023/02/01 08:50:00+00,,341173,DRIVER,21,M,ASIAN OTHER,A,2017,FORD,,PASS,,FLORIN RD,24TH ST,E,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,35,LIDAR,,,N,,,,,,13611
CS0282498,931,2022/12/08 00:00:00+00,2023/02/01 09:34:00+00,2022/12/08 00:00:00+00,2023/02/01 09:34:00+00,,341220,DRIVER,32,F,WHITE,W,2011,TOYOTA,,PASS,,FREEPORT BLVD,BELLEAU WOOD LN,N,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,80,45,LIDAR,HANDHELD,,N,,,,,,13612
CS0282499,931,2022/12/08 00:00:00+00,2023/02/01 09:49:00+00,2022/12/08 00:00:00+00,2023/02/01 09:49:00+00,,341239,DRIVER,40,M,WHITE,W,2012,HYUNDAI,,PASS,,FRUITRIDGE RD,JAMES WAY,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,45,LIDAR,,,N,,,,,,13613
CS0282500,931,2022/12/08 00:00:00+00,2023/02/01 10:29:00+00,2022/12/08 00:00:00+00,2023/02/01 10:29:00+00,,341287,DRIVER,21,M,WHITE,W,2021,RAM,,PASS,,CENTER PKWY,LOORZ CT,N,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,45,LIDAR,,,N,,,,,,13614
CS0310510,357,2022/12/08 00:00:00+00,2023/02/01 18:46:00+00,2022/12/08 00:00:00+00,2023/02/01 18:46:00+00,,341741,DRIVER,24,M,HISPANIC,W,,,,PASS,7660,LA RIVIERA DRIVE ,,,N,Citation,M,(M) MINOR LIQUOR SALE/CONSUMPTION,BP,25658(A),,N,,,,,,N,,,,,,13615
CS0310511,357,2022/12/08 00:00:00+00,2023/02/01 18:52:00+00,2022/12/08 00:00:00+00,2023/02/01 18:52:00+00,,341741,DRIVER,24,M,HISPANIC,W,,,,PASS,7660,LA RIVIERA DRIVE ,,,N,Citation,M,(M) MINOR LIQUOR SALE/CONSUMPTION,BP,25658(A),,N,,,,,,N,,,,,,13616
CS0310512,357,2022/12/08 00:00:00+00,2023/02/01 19:51:00+00,2022/12/08 00:00:00+00,2023/02/01 19:51:00+00,,341797,DRIVER,31,M,WHITE,W,,,,PASS,900,K STREET 341,,,N,Citation,M,(M) MINOR LIQUOR SALE/CONSUMPTION,BP,25658(A),,N,,,,,,N,,,,,,13617
CS0315018,898,2022/12/08 00:00:00+00,2023/02/01 18:54:00+00,2022/12/08 00:00:00+00,2023/02/01 18:54:00+00,,341749,DRIVER,44,M,AFRICAN AMERICAN,B,1999,SATURN,ION,PASS,,FRUITRIDGE,STOCKTON,,N,Citation,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,,13618
CS0315018,898,2022/12/08 00:00:00+00,2023/02/01 18:54:00+00,2022/12/08 00:00:00+00,2023/02/01 18:54:00+00,,341749,DRIVER,44,M,AFRICAN AMERICAN,B,1999,SATURN,ION,PASS,,FRUITRIDGE,STOCKTON,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,13619
CS0315019,898,2022/12/08 00:00:00+00,2023/02/01 19:13:00+00,2022/12/08 00:00:00+00,2023/02/01 19:13:00+00,,341769,DRIVER,31,M,AFRICAN AMERICAN,B,1997,TOYOTA,AVALON,PASS,,STOCKTON,14TH,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,13620
CS0328561,221,2022/12/08 00:00:00+00,2023/02/01 18:05:00+00,2022/12/08 00:00:00+00,2023/02/01 18:05:00+00,,341380,DRIVER,54,M,WHITE,W,,,,PASS,2101,10TH ST,,,N,CITATION,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,Refusal,,,13621
CS0328561,221,2022/12/08 00:00:00+00,2023/02/01 18:05:00+00,2022/12/08 00:00:00+00,2023/02/01 18:05:00+00,,341380,DRIVER,54,M,WHITE,W,,,,PASS,2101,10TH ST,,,N,CITATION,M,(M) OBSTRUCTS/RESISTS PUBLIC OFFICER,PC,148(A)(1),,N,,,,,,N,,,Refusal,,,13622
CS0345518,579,2022/12/08 00:00:00+00,2023/02/01 17:00:00+00,2022/12/08 00:00:00+00,2023/02/01 17:00:00+00,,341601,DRIVER,59,M,HISPANIC,W,,,,PASS,8000,37TH AVE,,,N,Citation,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,Refusal,,,13623
CS0365820,655,2022/12/08 00:00:00+00,2023/02/01 10:42:00+00,2022/12/08 00:00:00+00,2023/02/01 10:42:00+00,,341300,DRIVER,20,F,AFRICAN AMERICAN,B,2021,HONDA,,PASS,,LA MANCHA,MACK,,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,13624
